@relation 'camel-1.6-weka.filters.unsupervised.attribute.Remove-R7-10,12-20'

@attribute $wmc numeric
@attribute $dit numeric
@attribute $noc numeric
@attribute $cbo numeric
@attribute $rfc numeric
@attribute $lcom numeric
@attribute $loc numeric
@attribute $<bug {no-bug,bug}

@data
0,1,0,1,0,0,0,no-bug
3,1,0,5,6,1,31,no-bug
3,3,0,2,4,1,15,bug
5,1,0,1,6,6,24,no-bug
15,1,0,22,47,81,218,no-bug
7,2,0,7,7,15,43,no-bug
7,1,2,3,8,11,37,no-bug
0,1,0,1,0,0,0,no-bug
2,2,0,5,10,0,42,no-bug
4,1,0,3,11,4,39,no-bug
6,1,0,4,7,3,41,no-bug
6,3,0,8,37,3,150,no-bug
2,1,0,6,2,1,2,no-bug
7,1,0,5,39,3,283,no-bug
1,1,0,0,1,0,1,no-bug
1,1,0,3,1,0,1,no-bug
1,1,0,0,2,0,4,no-bug
6,2,0,17,25,9,120,no-bug
8,2,0,11,18,18,90,no-bug
12,2,0,7,16,46,83,no-bug
4,1,0,4,13,4,39,no-bug
2,1,0,5,2,1,2,no-bug
9,3,0,4,14,26,91,bug
4,2,0,9,26,6,191,no-bug
5,2,0,8,18,0,83,no-bug
6,2,0,17,21,13,108,no-bug
6,1,0,5,27,1,167,no-bug
5,1,0,4,5,10,5,no-bug
4,3,4,10,14,0,52,no-bug
13,3,0,9,60,32,262,no-bug
5,1,0,2,7,4,25,no-bug
20,1,0,7,39,132,363,bug
0,1,0,2,0,0,0,no-bug
3,2,0,4,7,0,27,no-bug
7,4,0,13,16,21,45,no-bug
3,1,0,7,3,3,3,bug
3,4,1,9,15,3,52,no-bug
3,1,0,3,8,0,29,no-bug
4,3,0,4,7,0,28,no-bug
15,2,0,13,22,73,129,no-bug
30,2,0,26,77,417,350,no-bug
4,1,0,9,21,4,113,no-bug
2,5,0,3,7,0,25,no-bug
2,3,1,4,4,1,11,no-bug
17,1,0,24,34,136,138,no-bug
49,1,0,20,93,1044,620,bug
6,3,0,5,11,7,46,no-bug
49,1,0,157,133,1164,1163,bug
3,2,0,1,5,3,12,no-bug
7,3,0,10,14,1,45,no-bug
4,2,0,11,12,2,62,no-bug
14,1,1,23,45,83,285,no-bug
17,1,5,13,25,100,195,bug
5,4,0,8,12,10,28,no-bug
6,4,0,3,13,15,37,no-bug
7,3,0,10,19,13,75,no-bug
2,1,0,4,2,1,2,bug
1,1,0,5,1,0,1,no-bug
2,3,0,3,4,1,12,no-bug
3,1,0,6,9,3,19,no-bug
10,3,0,8,46,11,334,no-bug
17,2,0,2,18,108,105,no-bug
2,2,0,3,4,1,11,no-bug
8,1,1,31,42,14,207,no-bug
1,1,0,6,1,0,1,no-bug
1,1,0,6,1,0,1,no-bug
10,2,0,11,24,1,126,bug
7,3,0,14,27,13,95,no-bug
4,3,0,1,5,4,16,no-bug
24,2,39,56,62,256,308,bug
3,1,0,3,6,3,22,no-bug
3,4,0,4,5,3,12,no-bug
2,1,0,2,2,1,2,no-bug
9,4,0,6,15,16,69,no-bug
3,3,0,4,6,3,16,no-bug
1,1,0,8,1,0,1,no-bug
19,0,0,26,48,143,252,no-bug
9,1,0,1,14,4,59,no-bug
12,1,3,13,36,36,223,no-bug
1,1,0,0,1,0,1,no-bug
11,2,0,10,15,0,104,bug
33,3,0,17,49,424,284,no-bug
12,1,2,14,47,48,306,no-bug
8,4,0,8,19,26,66,no-bug
3,1,0,5,11,0,53,no-bug
1,1,0,2,1,0,1,no-bug
0,1,0,0,0,0,0,no-bug
2,1,0,4,4,1,9,no-bug
3,2,0,1,5,3,12,no-bug
1,1,0,5,1,0,1,no-bug
9,3,0,12,29,12,132,bug
18,1,0,17,48,85,268,no-bug
2,1,0,4,5,0,17,no-bug
8,6,0,13,33,16,134,no-bug
5,2,0,5,5,4,32,no-bug
4,0,0,3,5,4,22,no-bug
10,1,2,15,69,19,415,bug
6,3,0,9,35,0,174,no-bug
9,4,0,5,16,18,96,no-bug
2,0,0,3,5,1,12,no-bug
14,1,3,4,27,63,148,no-bug
7,3,0,6,12,9,52,no-bug
2,1,0,2,2,1,2,no-bug
5,1,0,4,5,10,5,no-bug
9,1,0,4,17,24,125,no-bug
10,1,0,3,16,27,69,no-bug
10,4,0,9,18,39,68,no-bug
2,1,0,3,2,1,2,bug
7,1,0,11,25,11,166,bug
13,1,2,13,72,14,765,bug
41,1,0,6,54,516,507,no-bug
23,3,0,7,34,137,230,no-bug
4,6,0,12,16,0,109,no-bug
5,4,0,12,41,0,262,no-bug
3,1,0,67,3,3,3,no-bug
3,3,0,4,8,3,30,bug
18,3,0,8,40,81,218,no-bug
2,5,0,4,7,0,23,no-bug
8,2,0,8,31,0,187,no-bug
11,1,1,10,16,41,94,no-bug
5,3,0,13,20,8,66,no-bug
4,3,0,6,16,4,64,no-bug
3,1,0,6,8,3,24,no-bug
2,1,0,1,2,1,2,no-bug
2,5,0,4,8,0,22,no-bug
4,1,0,0,8,6,19,no-bug
23,1,0,7,33,179,144,no-bug
1,1,0,8,1,0,1,no-bug
5,4,0,6,12,10,28,no-bug
5,1,0,0,7,0,32,no-bug
2,1,0,1,7,1,26,bug
5,1,0,0,7,2,29,no-bug
14,3,0,18,34,65,149,no-bug
8,0,2,8,22,26,108,no-bug
7,1,0,8,38,9,241,no-bug
2,2,0,6,5,1,18,no-bug
11,1,2,8,18,47,94,no-bug
2,3,0,3,4,1,13,no-bug
8,1,0,2,28,0,146,no-bug
5,3,0,6,15,0,50,no-bug
3,1,0,7,8,0,39,no-bug
13,2,0,16,27,36,119,no-bug
3,2,0,3,11,1,34,bug
20,1,0,33,96,122,930,bug
15,1,0,29,76,99,566,no-bug
3,3,0,4,8,0,26,no-bug
3,1,0,3,6,3,13,no-bug
3,4,1,9,15,3,52,no-bug
5,1,0,3,10,8,57,no-bug
10,6,0,13,40,29,182,no-bug
3,1,0,7,13,3,113,no-bug
3,1,0,4,5,3,12,no-bug
7,4,0,6,13,19,46,no-bug
13,1,0,14,49,78,297,no-bug
2,5,0,2,6,0,21,no-bug
33,4,0,16,65,490,352,no-bug
26,2,0,14,39,305,208,no-bug
15,1,0,1,18,95,106,no-bug
5,5,0,6,13,6,67,bug
7,2,0,10,15,17,61,no-bug
1,1,0,5,1,0,1,no-bug
5,3,0,10,24,0,119,bug
2,3,0,5,4,1,9,no-bug
3,0,0,7,11,1,48,no-bug
14,1,0,179,14,91,14,bug
9,1,0,4,24,32,112,no-bug
9,3,0,21,54,0,314,no-bug
12,3,0,15,48,54,239,bug
2,1,0,4,4,1,9,no-bug
20,3,0,11,52,128,313,no-bug
2,1,0,0,7,1,22,no-bug
6,2,0,7,5,9,36,no-bug
15,1,0,5,32,33,210,bug
4,3,0,2,7,4,34,no-bug
4,3,0,6,14,0,52,bug
3,2,0,9,12,0,46,no-bug
6,2,0,4,17,0,80,no-bug
2,2,0,8,8,1,56,no-bug
6,1,0,6,11,0,57,bug
10,2,12,24,27,31,162,bug
6,2,0,4,15,0,58,bug
0,1,0,0,0,0,0,no-bug
4,0,0,14,18,4,88,no-bug
8,1,0,8,17,28,75,no-bug
2,3,0,6,7,0,24,no-bug
3,1,0,5,3,3,3,no-bug
1,1,0,5,1,0,1,no-bug
18,3,0,15,45,43,251,no-bug
20,3,0,18,53,126,299,no-bug
2,3,0,7,5,0,27,no-bug
3,1,0,15,3,3,3,no-bug
4,2,0,4,7,4,100,no-bug
1,1,0,274,1,0,1,no-bug
5,4,0,7,14,10,34,no-bug
8,1,0,7,14,10,76,bug
18,1,0,10,56,137,319,no-bug
36,1,0,16,52,562,271,no-bug
15,1,0,18,32,61,189,no-bug
4,1,0,3,23,6,93,no-bug
15,1,0,6,59,105,519,bug
6,1,0,7,8,11,28,no-bug
7,1,0,9,12,21,35,no-bug
2,4,0,7,5,0,30,bug
3,2,0,1,5,3,12,no-bug
1,1,0,0,1,0,1,no-bug
2,1,0,23,2,1,2,no-bug
8,1,0,20,60,0,513,no-bug
14,1,0,10,42,73,192,no-bug
2,1,0,11,16,1,46,no-bug
5,1,0,0,6,6,24,no-bug
5,4,0,10,25,8,145,no-bug
18,1,0,17,76,31,693,no-bug
0,1,0,0,0,0,0,no-bug
11,2,0,12,34,21,180,no-bug
1,1,0,167,1,0,1,no-bug
13,1,0,7,45,72,212,no-bug
14,2,0,9,17,85,83,no-bug
3,1,0,4,9,0,27,bug
1,5,0,2,6,0,14,no-bug
2,1,0,3,3,1,7,no-bug
12,0,1,37,74,28,566,no-bug
1,2,0,7,4,0,12,no-bug
1,1,0,22,1,0,1,no-bug
6,1,0,4,13,0,46,bug
3,1,0,4,19,3,201,no-bug
3,2,0,8,16,3,44,no-bug
12,1,3,8,25,46,102,no-bug
4,1,0,2,5,0,28,no-bug
