@relation 'camel-1.4-weka.filters.unsupervised.attribute.Remove-R7-10,12-20'

@attribute $wmc numeric
@attribute $dit numeric
@attribute $noc numeric
@attribute $cbo numeric
@attribute $rfc numeric
@attribute $lcom numeric
@attribute $loc numeric
@attribute $<bug {no-bug,bug}

@data
38,2,0,21,63,617,358,no-bug
17,1,1,15,45,46,444,bug
5,3,0,8,19,0,56,bug
8,2,6,12,16,22,55,no-bug
12,1,0,28,61,0,392,no-bug
24,2,0,10,83,132,596,no-bug
5,1,0,12,5,10,5,no-bug
5,3,0,9,9,4,36,no-bug
3,2,0,1,5,3,12,no-bug
8,2,0,10,27,14,120,no-bug
2,1,0,8,2,1,2,no-bug
9,1,0,11,56,36,268,no-bug
0,1,0,0,0,0,0,no-bug
7,3,0,8,18,21,66,bug
11,1,0,12,43,49,197,no-bug
17,3,0,9,35,100,180,no-bug
11,3,0,5,16,51,77,no-bug
6,1,0,6,7,9,25,no-bug
3,1,0,16,34,3,461,bug
9,3,0,4,12,30,50,bug
2,1,0,0,2,1,2,no-bug
2,2,0,6,3,0,14,no-bug
15,2,0,20,30,97,120,no-bug
15,1,0,11,42,105,214,bug
48,2,1,27,122,972,855,no-bug
2,1,0,3,5,1,17,no-bug
14,1,0,6,18,61,81,no-bug
18,1,0,9,44,85,242,bug
4,4,17,60,8,6,21,no-bug
6,1,0,4,10,1,50,no-bug
5,2,0,7,14,2,60,no-bug
18,2,0,7,35,0,315,bug
4,3,0,9,12,0,41,no-bug
5,1,0,6,13,10,54,no-bug
9,2,1,9,25,4,103,bug
11,3,0,4,15,35,62,no-bug
2,4,0,2,6,0,20,no-bug
4,1,0,16,7,4,22,no-bug
9,2,0,59,23,32,242,no-bug
5,2,0,7,13,0,65,no-bug
22,1,0,39,59,231,358,bug
1,1,0,5,1,0,1,no-bug
3,1,0,2,7,3,22,no-bug
2,5,0,8,6,0,21,bug
1,5,0,2,6,0,14,no-bug
4,3,0,11,24,0,126,no-bug
3,2,0,1,5,3,12,no-bug
0,1,0,0,0,0,0,no-bug
4,0,0,10,18,4,81,no-bug
2,1,0,3,11,1,54,no-bug
1,1,0,0,2,0,4,no-bug
8,3,0,12,32,0,130,no-bug
3,1,0,4,7,0,31,no-bug
4,3,2,7,14,6,61,no-bug
10,2,17,27,21,17,90,bug
4,3,0,4,19,6,62,no-bug
9,3,0,13,26,34,95,no-bug
6,3,0,7,13,3,46,no-bug
15,2,0,24,50,75,299,bug
2,1,0,3,3,0,12,no-bug
2,3,0,3,4,1,11,bug
16,4,0,17,29,72,150,no-bug
11,1,0,16,52,43,248,no-bug
3,2,0,1,5,3,12,no-bug
4,2,0,6,16,4,50,bug
2,1,0,0,5,1,15,no-bug
0,1,0,43,0,0,0,no-bug
12,3,0,8,19,60,101,no-bug
2,6,0,2,7,0,25,no-bug
6,2,2,12,19,5,89,no-bug
9,1,0,8,22,0,149,bug
14,3,0,6,29,35,132,no-bug
12,4,0,12,29,52,115,bug
22,2,13,20,38,181,196,bug
5,3,0,4,10,10,31,no-bug
5,3,0,7,16,4,57,no-bug
4,4,0,9,12,6,47,bug
3,5,0,5,12,1,38,no-bug
4,1,0,1,8,6,36,no-bug
7,3,0,8,13,19,59,no-bug
1,1,0,3,1,0,1,no-bug
4,3,0,6,8,0,27,no-bug
9,3,0,9,43,4,218,no-bug
14,1,0,12,35,89,134,no-bug
37,2,1,34,97,562,628,no-bug
5,3,0,11,31,4,125,bug
3,5,0,2,6,3,17,no-bug
10,1,0,0,22,45,66,no-bug
7,4,0,2,13,0,108,no-bug
3,1,0,3,9,0,31,no-bug
2,1,0,4,4,1,8,no-bug
21,2,1,15,52,142,292,no-bug
2,1,0,4,4,1,9,no-bug
12,4,0,14,24,52,91,bug
6,2,0,4,15,7,71,no-bug
1,1,0,7,1,0,1,no-bug
1,1,0,0,2,0,12,no-bug
24,3,0,18,56,210,280,bug
8,3,0,12,29,0,107,no-bug
0,1,0,0,0,0,0,no-bug
5,3,4,11,11,10,33,no-bug
6,3,0,7,34,15,137,no-bug
7,1,0,3,12,9,59,no-bug
5,1,0,19,54,4,274,no-bug
1,1,0,0,1,0,1,no-bug
3,3,0,18,37,1,157,no-bug
7,1,0,5,9,21,44,no-bug
5,3,0,6,9,8,36,no-bug
4,2,0,3,7,4,111,no-bug
26,1,0,16,53,235,182,no-bug
47,2,1,20,75,999,529,bug
5,3,0,4,10,8,36,no-bug
3,5,0,4,10,0,34,no-bug
10,1,2,10,26,39,108,bug
7,1,0,2,12,9,47,no-bug
1,1,0,0,1,0,1,no-bug
3,5,0,4,10,0,37,no-bug
5,2,1,5,8,8,29,no-bug
2,6,0,4,10,0,27,no-bug
26,2,0,17,54,289,279,bug
1,1,0,5,1,0,1,no-bug
4,1,5,8,11,0,38,bug
2,1,0,5,5,1,23,no-bug
6,2,0,6,13,3,58,no-bug
2,1,0,4,9,1,68,no-bug
7,0,2,11,31,21,163,no-bug
7,3,0,12,28,0,227,no-bug
2,1,0,22,2,1,2,no-bug
1,1,0,4,1,0,1,no-bug
2,1,0,4,2,1,2,no-bug
2,2,0,2,3,1,10,bug
4,1,0,7,17,6,39,no-bug
24,2,6,27,55,30,207,bug
3,3,0,8,9,0,44,no-bug
47,1,0,7,81,829,700,no-bug
3,1,0,4,9,1,47,no-bug
3,2,0,1,5,3,12,no-bug
20,1,0,18,86,188,739,bug
2,5,0,4,7,0,25,no-bug
